test	pin_file	area	verdict	evidence	declined_ref	pin_commit	sweep_date	confidence	source_doc
test_cloud_handoff_prefix_exits_on_backspace_at_beginning_of_buffer	app/src/terminal/input_tests.rs	app-terminal	CLOUD	All 22 remaining names are `cloud_mode`/`cloud_handoff`-branded (spot-checked several test bodies at the pin; all construct a cloud-agent pane or handoff-prefix state that has no fork counterpart). [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region DID change: the app fixture now registers `crate::ai::pricing_promotion::PricingPromotionState::new` (absent from this fork) and the `file_suggestion` helper switched from `std::path::MAIN_SEPARATOR` to `PathSeparators::for_os().all` -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
test_cloud_handoff_prefix_ignores_terminal_input_mode_toggle	app/src/terminal/input_tests.rs	app-terminal	CLOUD	All 22 remaining names are `cloud_mode`/`cloud_handoff`-branded (spot-checked several test bodies at the pin; all construct a cloud-agent pane or handoff-prefix state that has no fork counterpart). [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region DID change: the app fixture now registers `crate::ai::pricing_promotion::PricingPromotionState::new` (absent from this fork) and the `file_suggestion` helper switched from `std::path::MAIN_SEPARATOR` to `PathSeparators::for_os().all` -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
test_cloud_handoff_prefix_keeps_shell_prefix_as_query_text	app/src/terminal/input_tests.rs	app-terminal	CLOUD	All 22 remaining names are `cloud_mode`/`cloud_handoff`-branded (spot-checked several test bodies at the pin; all construct a cloud-agent pane or handoff-prefix state that has no fork counterpart). [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region DID change: the app fixture now registers `crate::ai::pricing_promotion::PricingPromotionState::new` (absent from this fork) and the `file_suggestion` helper switched from `std::path::MAIN_SEPARATOR` to `PathSeparators::for_os().all` -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
test_cloud_handoff_prefix_normal_deletion_does_not_exit	app/src/terminal/input_tests.rs	app-terminal	CLOUD	All 22 remaining names are `cloud_mode`/`cloud_handoff`-branded (spot-checked several test bodies at the pin; all construct a cloud-agent pane or handoff-prefix state that has no fork counterpart). [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region DID change: the app fixture now registers `crate::ai::pricing_promotion::PricingPromotionState::new` (absent from this fork) and the `file_suggestion` helper switched from `std::path::MAIN_SEPARATOR` to `PathSeparators::for_os().all` -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
test_cloud_handoff_prefix_remains_text_in_powershell_with_nld_enabled	app/src/terminal/input_tests.rs	app-terminal	CLOUD	All 22 remaining names are `cloud_mode`/`cloud_handoff`-branded (spot-checked several test bodies at the pin; all construct a cloud-agent pane or handoff-prefix state that has no fork counterpart). [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region DID change: the app fixture now registers `crate::ai::pricing_promotion::PricingPromotionState::new` (absent from this fork) and the `file_suggestion` helper switched from `std::path::MAIN_SEPARATOR` to `PathSeparators::for_os().all` -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
test_cloud_handoff_prefix_remains_text_when_handoff_flag_disabled	app/src/terminal/input_tests.rs	app-terminal	CLOUD	All 22 remaining names are `cloud_mode`/`cloud_handoff`-branded (spot-checked several test bodies at the pin; all construct a cloud-agent pane or handoff-prefix state that has no fork counterpart). [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region DID change: the app fixture now registers `crate::ai::pricing_promotion::PricingPromotionState::new` (absent from this fork) and the `file_suggestion` helper switched from `std::path::MAIN_SEPARATOR` to `PathSeparators::for_os().all` -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
test_cloud_handoff_prefix_vim_escape_exits_insert_before_handoff_mode	app/src/terminal/input_tests.rs	app-terminal	CLOUD	All 22 remaining names are `cloud_mode`/`cloud_handoff`-branded (spot-checked several test bodies at the pin; all construct a cloud-agent pane or handoff-prefix state that has no fork counterpart). [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region DID change: the app fixture now registers `crate::ai::pricing_promotion::PricingPromotionState::new` (absent from this fork) and the `file_suggestion` helper switched from `std::path::MAIN_SEPARATOR` to `PathSeparators::for_os().all` -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
test_source_less_locked_config_clears_decision_source	app/src/terminal/input_tests.rs	app-terminal	CLOUD	All 22 remaining names are `cloud_mode`/`cloud_handoff`-branded (spot-checked several test bodies at the pin; all construct a cloud-agent pane or handoff-prefix state that has no fork counterpart). [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region DID change: the app fixture now registers `crate::ai::pricing_promotion::PricingPromotionState::new` (absent from this fork) and the `file_suggestion` helper switched from `std::path::MAIN_SEPARATOR` to `PathSeparators::for_os().all` -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
test_terminal_prefix_sets_shell_prefix_decision_source	app/src/terminal/input_tests.rs	app-terminal	CLOUD	All 22 remaining names are `cloud_mode`/`cloud_handoff`-branded (spot-checked several test bodies at the pin; all construct a cloud-agent pane or handoff-prefix state that has no fork counterpart). [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region DID change: the app fixture now registers `crate::ai::pricing_promotion::PricingPromotionState::new` (absent from this fork) and the `file_suggestion` helper switched from `std::path::MAIN_SEPARATOR` to `PathSeparators::for_os().all` -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
upload_files_then_submit_cloud_followup_restores_input_on_upload_error	app/src/terminal/input_tests.rs	app-terminal	CLOUD	Pin file imports `crate::cloud_object::model::persistence::CloudModel`, `crate::server::cloud_objects::listener::Listener`, `crate::server::server_api::ServerApiProvider` and `crate::server::sync_queue::SyncQueue`; all 22 pre-existing ledger rows for this file are already CLOUD. Calls `input.upload_files_then_submit_cloud_followup(task_id: AmbientAgentTaskId, ...)` (0 hits) and depends on the presigned-upload server API failing; the pin's own comment says the failure comes from `prepare_attachments_for_upload` having "no real server to contact".		42effe840	2026-08-15	clean	issue-592-repin-newtests
zero_state_hint_text_only_registers_active_slash_command_placeholders	app/src/terminal/input_tests.rs	app-terminal	CLOUD	All 22 remaining names are `cloud_mode`/`cloud_handoff`-branded (spot-checked several test bodies at the pin; all construct a cloud-agent pane or handoff-prefix state that has no fork counterpart). [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region DID change: the app fixture now registers `crate::ai::pricing_promotion::PricingPromotionState::new` (absent from this fork) and the `file_suggestion` helper switched from `std::path::MAIN_SEPARATOR` to `PathSeparators::for_os().all` -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
lifecycle_telemetry_payload_is_allowlisted_and_non_ugc	app/src/terminal/model/lifecycle/mod_tests.rs	app-terminal	DECLINED	`mod_tests.rs:1-7` already documents this: needs `LifecycleTelemetryEvent::payload()`/`contains_ugc()`, which don't exist because telemetry sending is physically removed (`lifecycle/telemetry.rs`'s module doc). Nothing t		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
cancel_active_commands_kills_descendant_process	app/src/terminal/model/session/command_executor/local_command_executor_tests.rs	app-terminal	PORTED	FIRST ADJUDICATION 2026-08-15 (UNCLASSIFIED bucket). Pin imports are entirely local process plumbing: `use nix::sys::signal::kill;` / `use nix::unistd::{Pid, mkfifo};` / `use async_io::Timer;` / `use futures_util::future::{AbortHandle, Abortable, Aborted};` / `use super::super::*;` -- no cloud marker. The fork file at the same path is BYTE-IDENTICAL to the pin's (diff -u is empty), so all three tests carry the pin's own assertions.		42effe840	2026-08-15	clean	repin-queue:UNCLASSIFIED@42effe840
completed_command_is_not_canceled_later	app/src/terminal/model/session/command_executor/local_command_executor_tests.rs	app-terminal	PORTED	FIRST ADJUDICATION 2026-08-15 (UNCLASSIFIED bucket). Pin imports are entirely local process plumbing: `use nix::sys::signal::kill;` / `use nix::unistd::{Pid, mkfifo};` / `use async_io::Timer;` / `use futures_util::future::{AbortHandle, Abortable, Aborted};` / `use super::super::*;` -- no cloud marker. The fork file at the same path is BYTE-IDENTICAL to the pin's (diff -u is empty), so all three tests carry the pin's own assertions.		42effe840	2026-08-15	clean	repin-queue:UNCLASSIFIED@42effe840
dropping_command_future_kills_descendant_process	app/src/terminal/model/session/command_executor/local_command_executor_tests.rs	app-terminal	PORTED	FIRST ADJUDICATION 2026-08-15 (UNCLASSIFIED bucket). Pin imports are entirely local process plumbing: `use nix::sys::signal::kill;` / `use nix::unistd::{Pid, mkfifo};` / `use async_io::Timer;` / `use futures_util::future::{AbortHandle, Abortable, Aborted};` / `use super::super::*;` -- no cloud marker. The fork file at the same path is BYTE-IDENTICAL to the pin's (diff -u is empty), so all three tests carry the pin's own assertions.		42effe840	2026-08-15	clean	repin-queue:UNCLASSIFIED@42effe840
cloud_mode_deferred_terminal_model_starts_view_pending	app/src/terminal/model/terminal_model_tests.rs	app-terminal	PORTED	ported as ambient_agent_deferred_terminal_model_starts_view_pending (branding rename)		02b53fcd8	2026-08-11	judgement	docs/sweep/app-terminal.md
cloud_mode_setup_phase_ended_does_not_emit_when_not_sharing	app/src/terminal/model/terminal_model_tests.rs	app-terminal	CLOUD	UPHELD CLOUD 2026-08-15 (#593), now mechanically -- was confidence=judgement. Every symbol the body needs is absent from the fork: CloudModeSetupPhaseEnded, send_cloud_mode_setup_phase_ended_for_shared_session and FeatureFlag::CloudMode all return zero hits across app/src and crates. This is the cloud-mode session-sharing setup handshake, not a local terminal behaviour. No DECLINED.md row names it, so CLOUD with no declined_ref stands.		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
cloud_mode_setup_phase_ended_emits_when_sharing	app/src/terminal/model/terminal_model_tests.rs	app-terminal	CLOUD	UPHELD CLOUD 2026-08-15 (#593), now mechanically -- was confidence=judgement. Every symbol the body needs is absent from the fork: CloudModeSetupPhaseEnded, send_cloud_mode_setup_phase_ended_for_shared_session and FeatureFlag::CloudMode all return zero hits across app/src and crates. This is the cloud-mode session-sharing setup handshake, not a local terminal behaviour. No DECLINED.md row names it, so CLOUD with no declined_ref stands.		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
generic_shared_session_viewer_model_starts_view_pending	app/src/terminal/model/terminal_model_tests.rs	app-terminal	PORTED	unchanged from pin, TerminalModel::new_for_shared_session_viewer already exists		02b53fcd8	2026-08-11	judgement	docs/sweep/app-terminal.md
is_cloud_agent_conversation_only_true_for_genuine_ambient_sessions	app/src/terminal/model/terminal_model_tests.rs	app-terminal	DIVERGENT	fork's SessionSourceType::User has no task-id field; the exact leak scenario cannot be constructed		02b53fcd8	2026-08-11	judgement	docs/sweep/app-terminal.md
precmd_with_completion_metadata_records_completion_mismatch_without_overwriting_completed_block	app/src/terminal/model/terminal_model_tests.rs	app-terminal	PORTED	ported, dropped Event::LifecycleRecovery assertion (telemetry sending physically removed)		02b53fcd8	2026-08-11	judgement	docs/sweep/app-terminal.md
precmd_with_completion_metadata_recovers_in_band_completion_and_reuses_cached_prompt	app/src/terminal/model/terminal_model_tests.rs	app-terminal	PORTED	unchanged from pin		02b53fcd8	2026-08-11	judgement	docs/sweep/app-terminal.md
repeated_precmd_with_completion_metadata_and_prompt_only_precmd_are_ignored	app/src/terminal/model/terminal_model_tests.rs	app-terminal	PORTED	recovery-enabled variant; same LifecycleRecovery adaptation		02b53fcd8	2026-08-11	judgement	docs/sweep/app-terminal.md
sharer_rejects_dcs_hook_with_unregistered_session_id	app/src/terminal/model/terminal_model_tests.rs	app-terminal	MISSING-SUBSYSTEM	RE-VERIFIED 2026-08-10: should_validate_dcs_hook_session_id (terminal_model.rs:2699) is still hardcoded false, not role-conditional like the pin's !is_viewer() -- the PTY-spawn registration wiring behind #419 is absent.		02b53fcd8	2026-08-10	judgement	docs/sweep/app-terminal.md
ssh_bootstraps_if_blocklist_empty_and_reconciles_parent_return	app/src/terminal/model/terminal_model_tests.rs	app-terminal	PORTABLE	RE-ADJUDICATED 2026-08-10: all dependencies exist (ssh, exit_shell/ExitShellValue, block_with_id, BlockState::DoneWithExecution); fork only has the shorter predecessor ssh_bootstraps_if_blocklist_empty (terminal_model_test.rs:69), missing this test's parent-return reconciliation half. Left PORTABLE.		02b53fcd8	2026-08-10	judgement	docs/sweep/app-terminal.md
viewer_processes_dcs_hook_with_unregistered_session_id	app/src/terminal/model/terminal_model_tests.rs	app-terminal	MISSING-SUBSYSTEM	RE-VERIFIED 2026-08-10: should_validate_dcs_hook_session_id (terminal_model.rs:2699) is still hardcoded false, not role-conditional like the pin's !is_viewer() -- the PTY-spawn registration wiring behind #419 is absent.		02b53fcd8	2026-08-10	judgement	docs/sweep/app-terminal.md
disabled_support_skips_remote_server_for_ssh_wrapper	app/src/terminal/model_events_tests.rs	app-terminal	COVERED-ELSEWHERE	FIRST ADJUDICATION 2026-08-15 (UNCLASSIFIED bucket). Pin imports: `use super::*;` -- no cloud marker; `remote_server` is a documented false positive, not cloud. All three exist in the fork's app/src/terminal/model_events_tests.rs with IDENTICAL assertion bodies but RENAMED, the pin's `ssh_wrapper` becoming the fork's `legacy_ssh`: `enabled_support_uses_remote_server_for_legacy_ssh_when_feature_is_enabled`, `disabled_support_skips_remote_server_for_legacy_ssh`, `enabled_support_skips_remote_server_for_non_legacy_ssh_session`. Recorded COVERED-ELSEWHERE rather than PORTED only because a name-keyed check cannot see them; the coverage is exact (the fork's naming follows its #322 decision to keep the tmux SSH wrapper the pin deprecates).		42effe840	2026-08-15	clean	repin-queue:UNCLASSIFIED@42effe840
enabled_support_skips_remote_server_for_non_ssh_session	app/src/terminal/model_events_tests.rs	app-terminal	COVERED-ELSEWHERE	FIRST ADJUDICATION 2026-08-15 (UNCLASSIFIED bucket). Pin imports: `use super::*;` -- no cloud marker; `remote_server` is a documented false positive, not cloud. All three exist in the fork's app/src/terminal/model_events_tests.rs with IDENTICAL assertion bodies but RENAMED, the pin's `ssh_wrapper` becoming the fork's `legacy_ssh`: `enabled_support_uses_remote_server_for_legacy_ssh_when_feature_is_enabled`, `disabled_support_skips_remote_server_for_legacy_ssh`, `enabled_support_skips_remote_server_for_non_legacy_ssh_session`. Recorded COVERED-ELSEWHERE rather than PORTED only because a name-keyed check cannot see them; the coverage is exact (the fork's naming follows its #322 decision to keep the tmux SSH wrapper the pin deprecates).		42effe840	2026-08-15	clean	repin-queue:UNCLASSIFIED@42effe840
enabled_support_skips_remote_server_when_feature_is_disabled	app/src/terminal/model_events_tests.rs	app-terminal	PORTED	FIRST ADJUDICATION 2026-08-15 (UNCLASSIFIED bucket). Pin imports: `use super::*;` over app/src/terminal/model_events.rs -- no cloud marker, and per DECLINED.md's 'Not declined -- common false positives' section `remote_server` is Phosphor's own SSH remote-host daemon, NOT Warp's cloud backend, so nothing here is out of scope. This test exists in the fork under the SAME name with a character-identical body: `assert!(!SshRemoteServerSupport::Enabled.should_use_remote_server(false, true,));`.		42effe840	2026-08-15	clean	repin-queue:UNCLASSIFIED@42effe840
enabled_support_uses_remote_server_for_ssh_wrapper_when_feature_is_enabled	app/src/terminal/model_events_tests.rs	app-terminal	COVERED-ELSEWHERE	FIRST ADJUDICATION 2026-08-15 (UNCLASSIFIED bucket). Pin imports: `use super::*;` -- no cloud marker; `remote_server` is a documented false positive, not cloud. All three exist in the fork's app/src/terminal/model_events_tests.rs with IDENTICAL assertion bodies but RENAMED, the pin's `ssh_wrapper` becoming the fork's `legacy_ssh`: `enabled_support_uses_remote_server_for_legacy_ssh_when_feature_is_enabled`, `disabled_support_skips_remote_server_for_legacy_ssh`, `enabled_support_skips_remote_server_for_non_legacy_ssh_session`. Recorded COVERED-ELSEWHERE rather than PORTED only because a name-keyed check cannot see them; the coverage is exact (the fork's naming follows its #322 decision to keep the tmux SSH wrapper the pin deprecates).		42effe840	2026-08-15	clean	repin-queue:UNCLASSIFIED@42effe840
escape_html_attribute_escapes_attribute_breakout_characters	app/src/terminal/share_block_modal_tests.rs	app-terminal	CLOUD	`share_block_modal.rs` imports `crate::server::block::{Block as ServerBlock, DisplaySetting}`, `crate::server::server_api::block::BlockClient` — uploads a block to Warp's cloud (quoted in `SCOPE-TERMINAL.md`).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
escape_html_attribute_leaves_safe_text_unchanged	app/src/terminal/share_block_modal_tests.rs	app-terminal	CLOUD	`share_block_modal.rs` imports `crate::server::block::{Block as ServerBlock, DisplaySetting}`, `crate::server::server_api::block::BlockClient` — uploads a block to Warp's cloud (quoted in `SCOPE-TERMINAL.md`).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_idle_timeout	app/src/terminal/shared_session/network/heartbeat_tests.rs	app-terminal	MISSING-SUBSYSTEM	RE-VERIFIED 2026-08-10: no network/ directory exists under shared_session/; heartbeat.rs is absent.		02b53fcd8	2026-08-10	clean	docs/sweep/app-terminal.md
test_periodic_ping	app/src/terminal/shared_session/network/heartbeat_tests.rs	app-terminal	MISSING-SUBSYSTEM	RE-VERIFIED 2026-08-10: no network/ directory exists under shared_session/; heartbeat.rs is absent.		02b53fcd8	2026-08-10	clean	docs/sweep/app-terminal.md
test_open_modal_from_block	app/src/terminal/shared_session/share_modal/body_tests.rs	app-terminal	CLOUD	RE-ADJUDICATED 2026-08-10: confirmed CLOUD, not MISSING-SUBSYSTEM. share_modal/body.rs's own imports are non-cloud UI, but its entire purpose is configuring and launching the sharer flow whose transport (sharer/network.rs) is cloud-only session-sharing infrastructure -- matches the pattern of the CLI's declined `oz agent run --share` (DECLINED.md "Agent session sharing" row: "Sharing an agent session requires Warp's backend to host the shared session and resolve recipients... none of which exists here"). No fork replacement exists for the GUI modal because there is no local session-sharing backend to configure a launch for.		02b53fcd8	2026-08-10	clean	docs/sweep/app-terminal.md
test_open_modal_from_block_disabled	app/src/terminal/shared_session/share_modal/body_tests.rs	app-terminal	CLOUD	RE-ADJUDICATED 2026-08-10: confirmed CLOUD, not MISSING-SUBSYSTEM. share_modal/body.rs's own imports are non-cloud UI, but its entire purpose is configuring and launching the sharer flow whose transport (sharer/network.rs) is cloud-only session-sharing infrastructure -- matches the pattern of the CLI's declined `oz agent run --share` (DECLINED.md "Agent session sharing" row: "Sharing an agent session requires Warp's backend to host the shared session and resolve recipients... none of which exists here"). No fork replacement exists for the GUI modal because there is no local session-sharing backend to configure a launch for.		02b53fcd8	2026-08-10	clean	docs/sweep/app-terminal.md
test_open_modal_from_long_running_block	app/src/terminal/shared_session/share_modal/body_tests.rs	app-terminal	CLOUD	RE-ADJUDICATED 2026-08-10: confirmed CLOUD, not MISSING-SUBSYSTEM. share_modal/body.rs's own imports are non-cloud UI, but its entire purpose is configuring and launching the sharer flow whose transport (sharer/network.rs) is cloud-only session-sharing infrastructure -- matches the pattern of the CLI's declined `oz agent run --share` (DECLINED.md "Agent session sharing" row: "Sharing an agent session requires Warp's backend to host the shared session and resolve recipients... none of which exists here"). No fork replacement exists for the GUI modal because there is no local session-sharing backend to configure a launch for.		02b53fcd8	2026-08-10	clean	docs/sweep/app-terminal.md
test_open_modal_from_non_block	app/src/terminal/shared_session/share_modal/body_tests.rs	app-terminal	CLOUD	RE-ADJUDICATED 2026-08-10: confirmed CLOUD, not MISSING-SUBSYSTEM. share_modal/body.rs's own imports are non-cloud UI, but its entire purpose is configuring and launching the sharer flow whose transport (sharer/network.rs) is cloud-only session-sharing infrastructure -- matches the pattern of the CLI's declined `oz agent run --share` (DECLINED.md "Agent session sharing" row: "Sharing an agent session requires Warp's backend to host the shared session and resolve recipients... none of which exists here"). No fork replacement exists for the GUI modal because there is no local session-sharing backend to configure a launch for.		02b53fcd8	2026-08-10	clean	docs/sweep/app-terminal.md
test_open_modal_from_non_block_disabled	app/src/terminal/shared_session/share_modal/body_tests.rs	app-terminal	CLOUD	RE-ADJUDICATED 2026-08-10: confirmed CLOUD, not MISSING-SUBSYSTEM. share_modal/body.rs's own imports are non-cloud UI, but its entire purpose is configuring and launching the sharer flow whose transport (sharer/network.rs) is cloud-only session-sharing infrastructure -- matches the pattern of the CLI's declined `oz agent run --share` (DECLINED.md "Agent session sharing" row: "Sharing an agent session requires Warp's backend to host the shared session and resolve recipients... none of which exists here"). No fork replacement exists for the GUI modal because there is no local session-sharing backend to configure a launch for.		02b53fcd8	2026-08-10	clean	docs/sweep/app-terminal.md
test_events_are_saved_on_send_and_removed_on_ack	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_handle_non_pty_read_event_while_batching	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_handle_non_pty_read_event_while_not_batching	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_handle_pty_read_event_while_batching	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_handle_pty_read_event_while_not_batching	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_ignore_duplicate_prompt_updates	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_messages_are_buffered_before_session_initialized	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_messages_are_buffered_while_reconnecting	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_selection_updates_throttled_and_duplicates_ignored	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_send_ordered_terminal_event_message_advances_event_no	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_send_ordered_terminal_event_message_max_reached	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_send_pty_read_event_while_batching	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_send_pty_read_event_while_not_batching	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_should_retry_startup_failure_respects_attempt_budget	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_startup_attempt_stale_filtering	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
